sex,embarked,class,who,adult_male,deck,embark_town,alive,alone,survived,pclass,age,sibsp,fare
male,C,First,man,True,D,Cherbourg,yes,True,1,1,27.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,20.0,0.0,9.225
male,S,Third,child,False,unknown,Southampton,no,False,0,3,14.0,0.0,46.9
male,S,Second,man,True,unknown,Southampton,no,False,0,2,60.0,1.0,39.0
male,C,Second,man,True,unknown,Cherbourg,no,False,0,2,25.0,1.0,41.5792
male,S,Third,child,False,unknown,Southampton,no,False,0,3,14.0,0.0,39.6875
male,S,Third,man,True,unknown,Southampton,no,True,0,3,19.0,0.0,10.1708
male,S,Third,man,True,unknown,Southampton,no,True,0,3,18.0,0.0,7.7958
female,S,First,child,False,B,Southampton,yes,False,1,1,15.0,0.0,13.0
male,S,First,man,True,B,Southampton,yes,False,1,1,31.0,1.0,57.0
female,C,Third,child,False,unknown,Cherbourg,yes,False,1,3,4.0,0.0,13.4167
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,0.0,0.0,56.4958
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,25.0,0.0,7.225
male,S,First,man,True,unknown,Southampton,no,True,0,1,60.0,0.0,26.55
male,S,Second,man,True,unknown,Southampton,no,True,0,2,52.0,0.0,13.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,44.0,0.0,8.05
female,Q,Third,woman,False,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.7333
male,C,First,man,True,C,Cherbourg,no,False,0,1,49.0,1.0,13.0
male,S,Third,man,True,F,Southampton,no,True,0,3,42.0,0.0,7.65
female,C,First,woman,False,C,Cherbourg,yes,False,1,1,18.0,1.0,13.0
male,S,First,man,True,E,Southampton,yes,True,1,1,35.0,0.0,26.2875
female,C,Third,woman,False,unknown,Cherbourg,no,False,0,3,18.0,0.0,14.4542
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,25.0,0.0,7.7417
male,S,Third,man,True,unknown,Southampton,no,False,0,3,26.0,1.0,7.8542
male,S,Second,man,True,unknown,Southampton,no,True,0,2,39.0,0.0,26.0
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,45.0,0.0,13.5
male,S,First,man,True,E,Southampton,yes,True,1,1,42.0,0.0,26.2875
female,S,First,woman,False,unknown,Southampton,yes,True,1,1,22.0,0.0,13.0
male,C,Third,man,True,unknown,Cherbourg,yes,False,1,3,0.0,1.0,15.2458
female,C,First,woman,False,C,Cherbourg,yes,True,1,1,24.0,0.0,49.5042
male,S,First,man,True,C,Southampton,no,True,0,1,0.0,0.0,26.55
male,S,First,man,True,C,Southampton,yes,False,1,1,48.0,1.0,52.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,29.0,0.0,9.4833
male,S,Second,man,True,unknown,Southampton,no,True,0,2,52.0,0.0,13.0
male,S,Third,man,True,F,Southampton,no,True,0,3,19.0,0.0,7.65
female,C,First,woman,False,C,Cherbourg,yes,True,1,1,38.0,0.0,13.0
female,S,Second,woman,False,E,Southampton,yes,True,1,2,27.0,0.0,10.5
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,15.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,33.0,0.0,7.775
female,S,Second,child,False,unknown,Southampton,yes,False,1,2,6.0,0.0,33.0
male,S,Third,man,True,unknown,Southampton,no,False,0,3,17.0,1.0,7.0542
male,S,Second,man,True,unknown,Southampton,no,True,0,2,34.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,50.0,0.0,13.0
male,S,First,man,True,E,Southampton,yes,False,1,1,27.0,1.0,53.1
male,S,Third,man,True,unknown,Southampton,no,True,0,3,20.0,0.0,8.6625
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,30.0,0.0,21.0
female,Q,Third,woman,False,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.7375
male,S,Second,man,True,unknown,Southampton,no,False,0,2,25.0,1.0,26.0
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,25.0,1.0,7.925
female,S,First,woman,False,B,Southampton,yes,True,1,1,29.0,0.0,13.0
male,C,Third,child,False,unknown,Cherbourg,no,True,0,3,11.0,0.0,18.7875
male,S,Second,man,True,unknown,Southampton,no,True,0,2,0.0,0.0,0.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,23.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,23.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,28.5,0.0,16.1
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,48.0,1.0,34.375
male,C,First,man,True,B,Cherbourg,yes,True,1,1,35.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
male,S,First,man,True,D,Southampton,yes,True,1,1,0.0,0.0,30.0
male,S,First,man,True,C,Southampton,no,False,0,1,36.0,1.0,13.0
female,C,First,woman,False,B,Cherbourg,yes,False,1,1,21.0,2.0,13.0
male,S,Third,man,True,unknown,Southampton,no,False,0,3,24.0,1.0,16.1
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,31.0,0.0,7.925
male,S,First,man,True,B,Southampton,no,False,0,1,70.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,False,0,3,16.0,1.0,20.25
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,30.0,0.0,13.0
male,S,First,man,True,D,Southampton,no,False,0,1,19.0,1.0,53.1
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,31.0,0.0,7.75
female,S,Second,child,False,unknown,Southampton,yes,False,1,2,4.0,1.0,23.0
male,S,Third,child,False,E,Southampton,yes,False,1,3,6.0,0.0,12.475
male,S,Third,man,True,unknown,Southampton,no,True,0,3,33.0,0.0,9.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,23.0,0.0,7.8958
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,48.0,1.0,65.0
male,S,Second,child,False,unknown,Southampton,yes,False,1,2,0.67,1.0,14.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,28.0,0.0,7.7958
male,S,Second,man,True,unknown,Southampton,no,True,0,2,18.0,0.0,11.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,34.0,0.0,8.05
female,S,First,woman,False,B,Southampton,yes,True,1,1,33.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,14.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,41.0,0.0,7.125
male,C,Third,man,True,unknown,Cherbourg,yes,True,1,3,20.0,0.0,7.2292
female,S,First,woman,False,B,Southampton,yes,False,1,1,36.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,16.0,0.0,7.775
female,S,First,woman,False,D,Southampton,yes,False,1,1,51.0,1.0,13.0
male,C,First,man,True,unknown,Cherbourg,no,True,0,1,0.0,0.0,39.6
female,Q,Third,woman,False,unknown,Queenstown,no,True,0,3,30.5,0.0,7.75
male,Q,Third,man,True,unknown,Queenstown,no,False,0,3,0.0,1.0,24.15
male,S,Third,man,True,unknown,Southampton,no,True,0,3,32.0,0.0,8.3625
male,S,Third,man,True,unknown,Southampton,no,True,0,3,24.0,0.0,9.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,48.0,0.0,7.8542
female,S,Second,woman,False,E,Southampton,no,True,0,2,57.0,0.0,10.5
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.225
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,54.0,1.0,23.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,18.0,0.0,7.75
male,Q,Third,man,True,F,Queenstown,no,True,0,3,0.0,0.0,7.75
female,S,Third,child,False,unknown,Southampton,yes,True,1,3,5.0,0.0,12.475
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.7375
female,S,First,woman,False,B,Southampton,yes,False,1,1,43.0,0.0,13.0
female,C,Third,child,False,unknown,Cherbourg,yes,True,1,3,13.0,0.0,7.2292
female,S,First,woman,False,B,Southampton,yes,False,1,1,17.0,1.0,57.0
male,S,First,man,True,D,Southampton,no,True,0,1,29.0,0.0,30.0
male,S,Third,man,True,unknown,Southampton,no,False,0,3,0.0,1.0,23.45
male,S,Third,man,True,unknown,Southampton,no,True,0,3,25.0,0.0,7.05
male,S,Third,man,True,unknown,Southampton,no,True,0,3,25.0,0.0,7.25
female,S,Third,woman,False,unknown,Southampton,yes,True,1,3,18.0,0.0,7.4958
male,Q,Third,child,False,unknown,Queenstown,no,False,0,3,8.0,0.0,29.125
male,S,Third,child,False,unknown,Southampton,yes,False,1,3,1.0,1.0,20.575
male,C,First,man,True,B,Cherbourg,no,True,0,1,46.0,0.0,13.0
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.75
male,S,Second,man,True,unknown,Southampton,no,True,0,2,16.0,0.0,26.0
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,0.0,0.0,13.0
male,C,First,man,True,unknown,Cherbourg,no,True,0,1,0.0,0.0,30.6958
male,S,Third,man,True,unknown,Southampton,no,True,0,3,25.0,0.0,7.8958
male,S,Second,man,True,unknown,Southampton,no,True,0,2,39.0,0.0,13.0
female,S,First,woman,False,D,Southampton,yes,True,1,1,49.0,0.0,25.9292
female,S,Third,woman,False,unknown,Southampton,yes,True,1,3,31.0,0.0,8.6833
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,30.0,0.0,7.2292
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,30.0,1.0,24.15
male,S,Second,man,True,unknown,Southampton,no,True,0,2,34.0,0.0,13.0
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,31.0,1.0,26.25
male,S,First,child,False,B,Southampton,yes,False,1,1,11.0,1.0,13.0
male,C,Third,child,False,unknown,Cherbourg,yes,False,1,3,0.42,0.0,8.5167
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,27.0,0.0,6.975
male,S,Third,man,True,unknown,Southampton,no,True,0,3,31.0,0.0,7.775
male,S,First,man,True,A,Southampton,no,True,0,1,39.0,0.0,0.0
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,18.0,0.0,7.775
male,S,Second,man,True,unknown,Southampton,no,True,0,2,39.0,0.0,13.0
female,S,First,woman,False,E,Southampton,yes,False,1,1,33.0,1.0,53.1
male,S,Third,man,True,unknown,Southampton,no,True,0,3,26.0,0.0,7.8875
male,S,Third,man,True,unknown,Southampton,no,True,0,3,39.0,0.0,24.15
male,S,Second,man,True,unknown,Southampton,no,True,0,2,35.0,0.0,10.5
female,S,Third,child,False,unknown,Southampton,no,False,0,3,6.0,0.0,31.275
male,S,Third,man,True,unknown,Southampton,no,True,0,3,30.5,0.0,8.05
male,S,First,man,True,B,Southampton,no,True,0,1,0.0,0.0,0.0
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,23.0,0.0,7.925
male,C,Second,man,True,unknown,Cherbourg,no,False,0,2,31.0,1.0,37.0042
male,S,Third,man,True,unknown,Southampton,no,True,0,3,43.0,0.0,6.45
male,S,Third,child,False,unknown,Southampton,no,False,0,3,10.0,0.0,27.9
female,S,First,woman,False,B,Southampton,yes,False,1,1,52.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,27.0,0.0,8.6625
male,S,First,man,True,unknown,Southampton,no,True,0,1,38.0,0.0,0.0
female,S,Third,woman,False,E,Southampton,yes,False,1,3,27.0,0.0,12.475
male,S,Third,child,False,unknown,Southampton,no,False,0,3,2.0,0.0,39.6875
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,6.95
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,56.4958
male,C,Second,child,False,unknown,Cherbourg,yes,False,1,2,1.0,0.0,37.0042
male,Q,Third,man,True,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.75
female,unknown,First,woman,False,B,unknown,yes,True,1,1,62.0,0.0,13.0
female,C,Third,child,False,unknown,Cherbourg,yes,False,1,3,15.0,1.0,14.4542
male,S,Second,child,False,unknown,Southampton,yes,False,1,2,0.83,1.0,18.75
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.2292
male,S,Third,man,True,unknown,Southampton,no,True,0,3,23.0,0.0,7.8542
male,S,Third,man,True,unknown,Southampton,no,True,0,3,18.0,0.0,8.3
female,C,First,woman,False,E,Cherbourg,yes,False,1,1,39.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,21.0,0.0,8.6625
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,32.0,0.0,56.4958
male,C,First,man,True,C,Cherbourg,yes,True,1,1,0.0,0.0,29.7
male,S,Third,man,True,unknown,Southampton,no,True,0,3,20.0,0.0,7.925
male,S,Second,man,True,unknown,Southampton,no,True,0,2,16.0,0.0,10.5
female,C,First,woman,False,unknown,Cherbourg,yes,True,1,1,30.0,0.0,31.0
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,34.5,0.0,6.4375
male,S,Third,man,True,unknown,Southampton,no,True,0,3,17.0,0.0,8.6625
male,S,Third,man,True,unknown,Southampton,no,True,0,3,42.0,0.0,7.55
male,S,Third,man,True,unknown,Southampton,no,False,0,3,0.0,0.0,13.0
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,35.0,0.0,7.8958
male,S,Second,man,True,unknown,Southampton,no,False,0,2,28.0,0.0,33.0
female,C,First,woman,False,C,Cherbourg,yes,False,1,1,0.0,1.0,13.0
male,S,Third,child,False,unknown,Southampton,no,False,0,3,4.0,0.0,31.275
male,S,Third,man,True,unknown,Southampton,no,True,0,3,74.0,0.0,7.775
female,C,Third,child,False,unknown,Cherbourg,no,False,0,3,9.0,1.0,15.2458
female,S,First,woman,False,D,Southampton,yes,False,1,1,16.0,0.0,39.4
female,S,Second,woman,False,unknown,Southampton,no,False,0,2,44.0,1.0,26.0
female,S,Third,woman,False,unknown,Southampton,yes,False,1,3,18.0,0.0,9.35
female,S,First,woman,False,unknown,Southampton,yes,False,1,1,45.0,1.0,13.0
male,S,First,man,True,E,Southampton,yes,True,1,1,51.0,0.0,26.55
female,C,Third,woman,False,unknown,Cherbourg,yes,False,1,3,24.0,0.0,19.2583
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.2292
male,S,Third,man,True,unknown,Southampton,no,False,0,3,41.0,2.0,14.1083
male,S,Second,man,True,unknown,Southampton,no,False,0,2,21.0,1.0,11.5
female,S,First,woman,False,D,Southampton,yes,True,1,1,48.0,0.0,25.9292
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,0.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,24.0,0.0,13.0
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,42.0,0.0,13.0
female,C,Second,woman,False,unknown,Cherbourg,yes,False,1,2,27.0,1.0,13.8583
male,S,First,man,True,A,Southampton,no,True,0,1,31.0,0.0,50.4958
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,9.5
male,S,Third,child,False,unknown,Southampton,yes,False,1,3,4.0,1.0,11.1333
male,S,Third,man,True,unknown,Southampton,no,True,0,3,26.0,0.0,7.8958
female,S,First,woman,False,D,Southampton,yes,False,1,1,47.0,1.0,52.5542
male,S,First,man,True,B,Southampton,no,True,0,1,33.0,0.0,5.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,47.0,0.0,9.0
female,C,Second,woman,False,unknown,Cherbourg,yes,False,1,2,28.0,1.0,24.0
female,C,Third,child,False,unknown,Cherbourg,yes,True,1,3,15.0,0.0,7.225
male,S,Third,man,True,unknown,Southampton,no,True,0,3,20.0,0.0,9.8458
male,S,Third,man,True,unknown,Southampton,no,True,0,3,19.0,0.0,7.8958
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
female,C,First,woman,False,C,Cherbourg,yes,False,1,1,56.0,0.0,13.0
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,25.0,0.0,26.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,33.0,0.0,7.8958
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,22.0,0.0,10.5167
male,S,Second,man,True,unknown,Southampton,no,True,0,2,28.0,0.0,10.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,25.0,0.0,7.05
female,Q,Third,woman,False,unknown,Queenstown,no,False,0,3,39.0,0.0,29.125
male,S,Second,man,True,unknown,Southampton,no,True,0,2,27.0,0.0,13.0
female,S,First,woman,False,B,Southampton,yes,True,1,1,19.0,0.0,30.0
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,0.0,1.0,23.45
male,C,First,man,True,C,Cherbourg,yes,True,1,1,26.0,0.0,30.0
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,32.0,0.0,7.75
